Number of active threads;Average HTTP Request;HTTP Request
1125;;107.20919546396804
1126;;89.04590983865224
1127;;105.83220338983054
1128;;91.59507224179671
1129;;91.27034076222667
1130;;89.5686274509804
1131;;132.96128398635378
1132;;121.99689466598535
1133;;96.50660792951543
1134;;105.90453074433657
1135;;97.77229601518026
1136;;105.69965977034497
1137;;102.58819494876137
1138;;106.76824034334768
1139;;143.74419321771543
1140;;150.9808179722373
1141;;126.09197324414706
1142;;115.45098685396697
1143;;87.49279180948415
1144;;117.54982018866602
1145;;98.05623901581723
1146;;83.66523447901652
1147;;103.4202063104518
1148;;99.61167182263475
1149;;96.55884963640719
1150;;115.19251007020394
1151;;97.64832271410465
1152;;95.59830592937617
1153;;104.03623188405797
1154;;98.9509306260576
1155;;97.77216847611786
1156;;118.68797889635806
1157;;116.0257016466818
1158;;105.06318681318679
1159;;102.94047619047619
1160;;142.37931034482756
1161;;124.90241139785495
1162;;90.90126050420176
1163;;116.09195402298852
1164;;125.16791866420044
1165;;112.55013927576604
1166;;99.33058562992127
1167;;102.27441619634443
1168;;91.37111525953058
1169;;90.2929052000171
1170;;107.02904471240477
1171;;89.07215555866584
1172;;80.53835606356455
1173;;85.6315888484275
1174;;76.88432251903613
1175;;106.21876032021272
1176;;90.02231320267629
1177;;80.16116993558438
1178;;73.87583204928494
1179;;67.99566662679668
1180;;100.26627291743573
1181;;105.54462165514795
1182;;102.68177642073584
1183;;102.50444580894651
1184;;114.9879871383653
1185;;114.26501766784452
1186;;106.93997561446709
1187;;105.46804015844452
1188;;100.34495539700978
1189;;119.25254217011603
1190;;103.7253270661966
1191;;92.94712700675633
1192;;119.84973753642379
1193;;109.52099670722532
1194;;103.81939627083727
1195;;121.78210693322087
1196;;111.46151566343616
1197;;107.90939044481046
1198;;99.78239210023102
1199;;111.46538461538461
1200;;104.51255230125523
1201;;114.00728597449908
1202;;120.35275866808223
1203;;114.28363083777985
1204;;111.21981411359727
1205;;112.49753138186706
1206;;112.98286604361371
1207;;102.83026584867076
1208;;105.59468876008069
1209;;96.80181316302233
1210;;111.83551655629138
1211;;129.16742081447973
1212;;131.9180576631261
1213;;111.37742842055827
1214;;115.1889263753857
1215;;110.8945117145027
1216;;119.87912087912086
1217;;138.09553278620297
1218;;141.6656804733729
1219;;107.80637254901961
1220;;117.1877810950657
1221;;143.30721966205832
1222;;122.78571428571429
1223;;105.22970914765354
1224;;104.42264467723037
1225;;113.39442157190017
1226;;106.67720094570447
1227;;106.81993569131832
1228;;112.47676767676768
1229;;105.37232362232355
1230;;105.88811188811185
1231;;104.45020746887967
1232;;116.5705608139857
1233;;114.75392670157065
1234;;110.94969599996863
1235;;111.16979761393313
1236;;117.52409377396877
1237;;104.5567106710671
1238;;115.6796204565147
1239;;128.50821078431375
1240;;113.07198513250009
